source_text,target_text,relation,source_type,target_type,file_name
DAI had to be examined individually in the light of the legal rules applicable to it.,law raised before it at first instance.,no-relation,non-argumentative,premise,R2002_associacao dos refinadores de acucar portugueses
for in respect of those reorganisations was only partial.,issue was necessary to allow recipient companies to exit the system of fiscal neutrality.,no-relation,non-argumentative,non-argumentative,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission
That conclusion of the General Court is not vitiated by an error of law.,"criterion, which is in itself neutral, becomes selective.",support,premise,premise,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland
"The sixth plea must, therefore, be rejected.",No 1785/81 in no way precludes that possibility.,no-relation,conclusion,premise,R2002_associacao dos refinadores de acucar portugueses
"It should be noted that it is not for the Commission but for the national courts to give a definitive decision on any claim for reimbursement of a tax alleged to be unlawful in the light of the law of the Member State concerned or contrary to the provisions of EU law other than Articles 107 and 108 TFEU, if necessary after those court have obtained from the Court of Justice, by way of a reference for a preliminary ruling, such clarification as may be necessary on the scope and interpretation of EU law.","As the Advocate General observed in point 83 of his Opinion, the recovery of an amount equal to the difference between the tax that would have been payable in the absence of an unlawful aid measure and the lesser amount paid pursuant to that measure does not constitute a new tax imposed retroactively (see, to that effect, judgment of 10 June 1993, Commission v Greece, C-183/91, EU:C:1999:233, paragraph 17). What is at issue is the recovery of the part of the original tax which was not paid due to the availability of an unlawful exemption. The recovery of such an amount does not constitute a penalty (judgment of 17 June 1999, Belgium v Commission, C-75/97, EU:C:1999:311, paragraph 65).",no-relation,premise,non-argumentative,A2016_European Commission v Aer Lingus Ltd and Ryanair Designated Activity Company
"Others v Commission [2000] ECR I-447, paragraph 38, and Case C-487/06 P British Aggregates v Commission [2008] ECR I-10515, paragraph 141).","In reviewing the legality of acts under Article 263 TFEU, the Court of Justice and the General Court have jurisdiction in actions brought on grounds of lack of competence, infringement of an essential procedural requirement, infringement of the Treaty on the Functioning of the European Union or of any rule of law relating to its application, or of misuse of powers.",support,premise,premise,A2013_Frucona Košice a.s. v European Commission
"The first part of the single ground of appeal must, therefore, be rejected as unfounded.",framework governing the conclusion of the 2005 agreement.,support,conclusion,premise,R2015_European Commission v MOL Magyar Olaj- és Gázipari Nyrt
"It follows from the foregoing that, having regard to the arguments put forward by Frucona Koice at first instance, the General Court had to establish, inter alia, whether the available information relating to the duration of a bankruptcy was relevant in the present case for the purposes of an assessment from the point of view of the private creditor test and, if so, whether the Commission took account of it.","It follows that, in order to identify the more advantageous alternative, such a creditor would have had to weigh up the advantages and disadvantages of each of those procedures.",no-relation,premise,premise,A2013_Frucona Košice a.s. v European Commission
"It appears from those considerations that the Commission provided information in the decision at issue making it possible to understand the reasons why it considered that the advantages arising from the tax measures at issue were of a selective nature and were liable to affect trade between Member States and distort competition, and that, having regard to the particular circumstances of the case, it adequately explained the reasons for that decision, without contradiction in that respect, in keeping with the requirements of Article 296 TFEU, as defined by the case-law set out in paragraphs 82 to 86 above.",It concluded that the economic advantages which the EIGs and their investors enjoyed could affect trade between Member States and distort competition in the internal market.,support,premise,premise,A2018_Commission v Spain
"In any event, the situation of those private investors cannot be treated as equivalent to that of the resident undertakings that can benefit from the measure at issue.","In that regard, it may be added that the Court has previously ruled that a tax measure from which solely undertakings that carried out specified transactions benefited, and not undertakings in the same sector that did not carry out those transactions, could be classified as selective, there being no need to assess whether that measure was of greater benefit to large undertakings (see, to that effect, judgment of 15 December 2005, Unicredito Italiano, C-148/04, EU:C:2005:774, paragraphs 47 to 50).",support,premise,premise,A2016_European_Commission_v_World_Duty_Free
was not required to prove the distorting effect of the cumulation of the earlier aid and,to preferential treatment granted to small and medium-sized undertakings and not,no-relation,non-argumentative,non-argumentative,R2010_AceaElectrabel Produzione SpA v European Commission
"pursued by that regime, in a comparable factual and legal situation (judgments of 6 September 2006, Portugal v Commission, C-88/03, EU:C:2006:511, paragraph 56, and of 28 July 2011, Mediaset v Commission, C-403/10 P, not published, EU:C:2011:533, paragraph 36).","It is apparent, first, that, in the light of the statement of reasons contained in the decision at issue and the Commission's line of argument set out before the General Court, according to both of which the 2006 schedule was selective on the ground that it applied only to airlines using L�beck Airport, the General Court amply stated, in the judgment under appeal, the reasons for which it held that such a finding was not possible on the basis of that fact alone.",no-relation,premise,premise,R2016_European Commission v Hansestadt Lübeck
"In Case C-353/95 P, Tiercé Ladbroke SA, a company incorporated under Belgian law, represented by Jeremy Lever Q C , Christopher Vajda, Barrister, and Stephen Kon, Solicitor, with",The French Republic submits that the Court should dismiss the appeal.,no-relation,non-argumentative,non-argumentative,R1997_Tiercé Ladbroke SA v Commission of the European Communities
"The General Court concluded that, in the particular circumstances of the case, the contested decision directly called into question the validity of the exemptions at issue and also, indirectly, but necessarily, the validity of the authorisation decisions and the effects arising from those decisions, thereby infringing the principles of legal certainty and the presumption of legality attaching to European Union measures.","Further, in Case T‑62/06 RENV, the General Court upheld the complaint of an infringement of the principle of sound administration.",no-relation,premise,non-argumentative,A2013_European Commission v Ireland and Others
"decision, the proposed tax reform is both regionally and materially selective.",a profit and the capping of tax at 15 % of profits do not confer selective advantages.,no-relation,non-argumentative,premise,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland
States in accordance with a specific formula.,obligation to recover that aid.,no-relation,non-argumentative,non-argumentative,R2004_Italian Republic v Commission of the European Communities
In its appeal Ladbroke requests the Court to:,requested the Commission to find that the contested agreement entailed the provision by France of unlawful and unnotified State aid to the Belgian P M U (paragraph 9 of the contested judgment).,no-relation,non-argumentative,non-argumentative,R1997_Tiercé Ladbroke SA v Commission of the European Communities
"In the light of those considerations, the General Court held, in paragraphs 54 and 55 of the judgment under appeal, that the mere fact that the 2006 schedule applied only to airlines using L�beck Airport was not relevant for the purpose of finding that that schedule was selective and that, since it was not disputed that all the airlines could benefit from the pricing provisions of that schedule, 'the Commission was wrong, in the light of the statement of reasons contained in the [decision at issue], to have found that the 2006 schedule was selective'.","Fourth, it must distort or threaten to distort competition (see, inter alia, judgment of 16 July 2015, BVVG, C-39/14, EU:C:2015:470, paragraph 24).",support,premise,premise,R2016_European Commission v Hansestadt Lübeck
It follows that paragraphs 74 to 76 of the Ryanair judgment are not vitiated by the error of law alleged by Ryanair and that the first part of its single ground of appeal must be rejected.,"However, as regards the substance, Ryanair's arguments cannot succeed.",support,conclusion,premise,A2016_European Commission v Aer Lingus Ltd and Ryanair Designated Activity Company
effect was to define a situation falling under the general loss carry-forward rule.,issue differentiates between operators in a comparable factual and legal situation’.,support,premise,premise,A2018_Dirk Andres v European Commission
— give judgment itself in the matter and annul Articles 1(d) and 2 of the contested,DEMESA AND TERRITORIO HISTÓRICO DE ALAVA v COMMISSION,no-relation,non-argumentative,non-argumentative,R2004_Daewoo Electronics Manufacturing España SA and Territorio Histórico de Álava - Diputación Foral de Álava v Commission of the European Communities
"It follows from the foregoing that, having failed to take account, in its assessment of the private creditor test, of the duration of the bankruptcy procedure, the Commission committed a manifest error of assessment.","In so far as the Commission submits that, in the specific circumstances of the present case, it was entitled to find that the duration of a bankruptcy procedure was not liable to influence the decision-making process of a private creditor, it must be noted that, having regard to the arguments and to the evidence produced by Frucona Koice during the administrative procedure and to the matters pointed out in paragraphs 78 to 81 above, the Commission was required to set out in the contested decision, at least in summary form, the considerations which led it to that conclusion.",support,premise,premise,A2013_Frucona Košice a.s. v European Commission
assessing the value of the mines at issue was called into question because of the purpose of the report.,—  order the Commission to pay the costs.,no-relation,premise,non-argumentative,A2017_Ellinikos Chrysos AE Metalleion kai Viomichanias Chrysou v European Commission
"Therefore, the General Court, having held, in paragraphs 81 and 82 of the judgment under appeal, after examining the grounds of the decision at issue in paragraphs 77 to 80 of that judgment, that ‘the Commission [had] not only misconstrued the concept of “new aid” by reclassifying an existing aid scheme as new unlawful aid without complying with the substantive conditions laid down in Regulation No 659/1999 and the case-law on that subject’, but ‘also, and consequently, wrongly ordered the recovery, from the milk producers who benefited from the deferral of payment, … the individual aid granted … under that existing aid scheme’ committed another error of law.","The General Court, in paragraph 76 of the judgment under appeal, required the Commission to establish that the alteration to the existing aid affects the very substance of the pre-existing measure, in order to classify as new, and where necessary, unlawful, aid, not only that alteration, but also all the existing aid to which that alteration relates.",support,premise,premise,A2017_European Commission v Italian Republic_DT
with the common market.,"of the aid in dispute as new aid, must be rejected.",no-relation,non-argumentative,conclusion,R2004_Italian Republic v Commission of the European Communities
It follows that the grounds of the judgment under appeal set out in paragraphs 39 to 44 of this judgment cannot provide a legal basis for the General Court’s conclusion that the contested decision calls into question the validity of the Council’s authorisation decisions and thereby is in breach of the principles of legal certainty and the presumption of legality attaching to European Union measures.,"In so ruling, the General Court disregarded, however, the respective powers of the Council and the Commission in the area of the harmonisation of legislation relating to excise duties, on the one hand, and in the area of State aid, on the other.",support,premise,premise,A2013_European Commission v Ireland and Others
"circumstances’, both to constitute new reserves and use existing reserves.","v Commission, paragraph 148 and the case-law cited).",no-relation,non-argumentative,premise,A2009_Commission of the European Communities v Koninklijke FrieslandCampina NV_M
"It is, on the contrary, settled case-law that Article 107(1) TFEU does not distinguish between measures of State intervention by reference to their causes or their aims but defines them in relation to their effects, and thus independently of the techniques used (judgment of 15 November 2011, Commission and Spain v Government of Gibraltar and United Kingdom, C-106/09 P and C-107/09 P, EU:C:2011:732, paragraph 87 and the case-law cited).","In order to determine the set of undertakings which are in a comparable situation, regard should be had not to the scope of the measure in question but to the undertakings which have items of expenditure similar to those of the undertakings favoured by that measure.",no-relation,premise,non-argumentative,R2016_European Commission v Hansestadt Lübeck
"The French Republic states that its first plea for annulment was based on an infringement of the concept of State aid within the meaning of Article 87(1) EC, while Eurallumina states that it had, without using the word ‘attributability’, raised the issue of whether the exemption affecting it could constitute aid granted by the Italian Republic.",Ireland and the Italian Republic add that the General Court was entitled to raise of its own motion an infringement of essential procedural requirements.,no-relation,non-argumentative,non-argumentative,A2013_European Commission v Ireland and Others
unsuitable for an assessment of the value of those mines.,and the value of the land was necessarily higher than in 2003.,no-relation,non-argumentative,non-argumentative,A2017_Ellinikos Chrysos AE Metalleion kai Viomichanias Chrysou v European Commission
for which that report had been drawn up.,"International v Commission, C-593/11 P, not published, EU:C:2012:804, paragraph 28).",support,premise,premise,A2017_Ellinikos Chrysos AE Metalleion kai Viomichanias Chrysou v European Commission
as if these are covered by the rules on Services of General Economic Interests (SGEI).,the regulation was applicable.,no-relation,non-argumentative,non-argumentative,A2010_NDSHT Nya Destination Stockholm Hotell & Teaterpaket AB v European Commission
"Finally, the Commission relies on the case-law of the Court of Justice, according to which, when it is apparent from the very circumstances in which the aid is granted that the aid is capable of affecting trade between Member States and distorting or threatening to distort competition, the Commission may confine itself to setting out those circumstances in the statement of reasons for its decision.",Orders the Commission of the European Communities to pay the costs at both instances.,no-relation,non-argumentative,non-argumentative,R2006_European Commission v Italian Republic
"As is apparent from paragraphs 92 and 93 above, the recovery of aid entails the restitution of the advantage procured by the aid for the beneficiary, not the restitution of the economic benefit that may have been conferred by the aid as a result of the exploitation of the advantage.","With regard, in particular, to unlawful aid granted in the form of a tax advantage, it is also the Court's settled case-law that recovery of aid means that the transactions actually carried out by the recipients of the aid in question must be subject to the tax treatment which the recipients would have received in the absence of the unlawful aid (see, to that effect, judgment of 15 December 2005, Unicredito Italiano, C-148/04, EU:C:2005:774, paragraph 119).",support,premise,premise,A2016_European Commission v Aer Lingus Ltd and Ryanair Designated Activity Company
"It is settled case-law of the Court that taxes do not fall within the scope of the provisions of the Treaty relating to State aid unless they constitute the method of financing an aid measure, so that they form an integral part of that measure (judgments of 13 January 2005, Streekgewest, C‑174/02, EU:C:2005:10, paragraph 25; of 13 January 2005 in Pape, C‑175/02, EU:C:2005:11, paragraph 14; and of 27 October 2005, Distribution Casino France and Others, C‑266/04 to C‑270/04, C‑276/04 and C‑321/04 to C‑325/04, EU:C:2005:657, paragraph 34).","On the one hand, the fact that RTVE’s revenue is subject to an absolute cap is irrelevant, since it is important to determine whether, subject to that cap, the amount of the aid is based on expected revenues from that tax.",no-relation,premise,non-argumentative,R2016_DTS Distribuidora de Televisión Digital
situations which are governed solely by national law.,Community interest which precludes KFC from effectively relying on that principle.,no-relation,non-argumentative,non-argumentative,A2009_Commission of the European Communities v Koninklijke FrieslandCampina NV_M
"By judgment of 22 October 2008, TV2/Danmark and Others v Commission (T-309/04, T-317/04, T-329/04 and T-336/04, EU:T:2008:457), the General Court annulled that decision. In its judgment, the General Court held that the Commission had rightly concluded that the public-service mission of TV2/Danmark was consistent with the definition of broadcasting services of general economic interest. The General Court also found, however, several instances of illegality that vitiated the TV2 I decision.","In the alternative, TV2/Danmark claimed that the General Court should annul the contested decision, in so far as the Commission had considered that:",no-relation,non-argumentative,non-argumentative,A2017_European Commission v TV2_Danmark A_S
"In light of the specific circumstances of the case, the Court of First Instance did not err in law by holding, in paragraph 63 of the judgment under appeal, that the Commission is, in particular, obliged to examine whether the aid at issue is liable to affect trade between Member States and to distort competition, giving information relevant to their likely effects in the contested decision.","The Court of First Instance notably stressed in that context that the Commission was not obliged to carry out an economic analysis of the actual situation of the relevant market or the patterns of the trade in question between Member States or to show the real effect of the aid at issue, in particular on the prices applied by Wam, or to examine Wam’s sales on the United Kingdom market.",support,premise,premise,R2006_European Commission v Italian Republic
"However, having set aside those judgments in the judgment of 21 December 2016, Commission v World Duty Free Group and Others (C‑20/15 P and C‑21/15 P, EU:C:2016:981), the Court of Justice rejected that approach.","In paragraph 117 of that judgment, it held that, in the absence of an economic advantage in favour of the EIGs, the Commission was wrong to conclude that they had benefited from State aid within the meaning of Article 107(1) TFEU.",no-relation,non-argumentative,premise,A2018_Commission v Spain
tions other than those laid down in the fourth paragraph of Article 230 EC.,"which is not a direct competitor of the beneficiary of the aid,",no-relation,non-argumentative,premise,R2011_European Commission v Kronoply GmbH & Co
"Further, where the measure at issue is conceived as an aid scheme and not as individual aid, it is for the Commission to establish that that measure, although it confers an advantage of general application, confers the benefit of that advantage exclusively on certain undertakings or certain sectors of activity (see, to that effect, inter alia, judgment of 30 June 2016, Belgium v Commission, C-270/15 P, EU:C:2016:489, paragraphs 49 and 50).","With regard to the judgment of 15 July 2004, Spain v Commission (C-501/00, EU:C:2004:438), WDFG and Banco Santander and Santusa take the view that the General Court was right to consider that the measure at issue in the case which gave rise to that judgment differs from that in the present case, since it was intended to confer an advantage on a distinct and identifiable category of undertakings, that is to say those engaged in exporting.",no-relation,premise,non-argumentative,A2016_European_Commission_v_World_Duty_Free
"As a measure laying down the conditions on which a public undertaking offers its own goods or services never applies to all economic operators, it always constitutes a selective measure.","The City of L�beck, the Federal Republic of Germany and the Kingdom of Spain contend that this ground of appeal should be dismissed.",no-relation,non-argumentative,non-argumentative,R2016_European Commission v Hansestadt Lübeck
"level, aid measures in the sugar sector are not regarded with total disfavour.",natural disparities between the various agricultural regions'.,no-relation,non-argumentative,premise,R2002_associacao dos refinadores de acucar portugueses
"The case-law of the Court of Justice relied on by the Italian Republic in support of its arguments, set out in paragraph 26 above, is not relevant to the present case.","In the light of the finding in paragraph 43 above, that scenario does not concern the alteration at issue, in that it affects a condition to which the declaration of compatibility of the original aid plan was subject.",support,premise,premise,A2017_European Commission v Italian Republic_DT
whom it is addressed is to be binding only on them.,issue incompatible with the common market.,no-relation,non-argumentative,premise,R2013_Telefónica SA v European Commission
which could be the subject of judicial review by the EU judicature or the national courts.,unlawfulness of the basic act concerned.,support,premise,premise,A2018_Scuola Elementare Maria Montessori Srl v European Commission
"The background to the dispute, as set out in the judgment under appeal, are summarised below.","Apart from the fact that the premiss that the investors operated through the EIGs on the markets for bareboat chartering and the purchase and sale of ships does not contradict recital 28 of the decision at issue, similarly, and contrary to what the General Court stated in paragraph 175 of the judgment under appeal, it does not contradict recital 27 of that decision, according to which the EIGs had a separate legal personality from their members.",no-relation,non-argumentative,premise,A2018_Commission v Spain
Kronotex an interest in having the contested decision annulled.,"Consequently, the third ground of appeal must be rejected.",no-relation,non-argumentative,conclusion,R2011_European Commission v Kronoply GmbH & Co
tax during that period.,force from 1994 was time-barred.,no-relation,non-argumentative,non-argumentative,R2011_France Télécom SA v European Commission
ary 2006 no longer included in the Stockholm Card.,cerning allegedly unlawful State aid granted by the City of Stockholm to SVB.,no-relation,non-argumentative,non-argumentative,A2010_NDSHT Nya Destination Stockholm Hotell & Teaterpaket AB v European Commission
"Since the Commission and Viasat have applied for costs to be awarded against TV2/Danmark, and as the latter has been unsuccessful in all its submissions, TV2/Danmark must be ordered to pay, in addition to its own costs, all the costs incurred by the Commission and by Viasat both at first instance and on appeal.",- the measures concerned constituted new aid;,no-relation,non-argumentative,non-argumentative,A2017_European Commission v TV2_Danmark A_S
"Since that provision is established in broad terms, it is capable of covering not only the alteration itself, but also the aid concerned by that alteration.","Thus, by virtue of Article 1(c) of that regulation, ‘new aid’ is defined as ‘all aid, that is to say, aid schemes and individual aid, which is not existing aid, including alterations to existing aid’.",support,premise,premise,A2017_European Commission v Italian Republic_DT
It follows that the first part of the Aer Lingus' single ground of appeal must be rejected.,"Accordingly, contrary to what is claimed by Aer Lingus in the first part of its single ground of appeal, paragraph 43 of the Aer Lingus judgment is not vitiated by any error of law.",support,premise,premise,A2016_European Commission v Aer Lingus Ltd and Ryanair Designated Activity Company
natural disparities between the various agricultural regions'.,Commission required those rules to be respected in practice when individual grants of aid were made.,no-relation,premise,premise,R2002_associacao dos refinadores de acucar portugueses
"ECR 1-8763, paragraph 137 and the cases cited).",It follows that the ground of appeal alleging misuse of powers must be rejected.,no-relation,premise,premise,R2004_Ramondín SA and Ramondín Cápsulas SA (C-186_02 P) and Territorio Histórico de Álava - Diputación Foral de Álava (C-188_02 P) v Commission of the European Communities
"Ireland, the French Republic, the Italian Republic, Eurallumina and AAL contest that first ground of appeal.","As the Court held in paragraphs 29 to 31 of Case C‑110/02 Commission v Council [2004] ECR I‑6333, the intention of the EC Treaty, in providing through Article 88 EC for aid to be kept under constant review and monitored by the Commission, is that the finding that aid may be incompatible with the common market is to be arrived at, subject to review by the General Court and the Court of Justice, by means of an appropriate procedure which it is the Commission’s responsibility to set in motion.",no-relation,non-argumentative,premise,A2013_European Commission v Ireland and Others
"in the future, from the advantage of GFA authorisation.",the definitive tax assessment was established.’,support,premise,premise,A2009_Commission of the European Communities v Koninklijke FrieslandCampina NV_M
and to the status of Gibraltar.,graph 130 and the case-law cited).,no-relation,non-argumentative,non-argumentative,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland
by finding that KFC was individually concerned by the contested decision.,by holding that KFC could rely on the principle of equal treatment.,no-relation,non-argumentative,non-argumentative,A2009_Commission of the European Communities v Koninklijke FrieslandCampina NV_M
"By application lodged at the Registry of the General Court on 19 October 2012, FL brought an action for annulment of the decision at issue in so far as (i) it initiates the formal investigation procedure in relation to the 2006 schedule and (ii) it requires the Federal Republic of Germany to reply to the information injunction in relation to that schedule.",The General Court therefore annulled the decision at issue in so far as it initiates the formal investigation procedure in relation to that schedule.,no-relation,non-argumentative,non-argumentative,R2016_European Commission v Hansestadt Lübeck
"comparison of the arrangement and the bankruptcy, to the duration of a bankruptcy procedure.","Next, as has been observed in paragraph 82 of this judgment, the onus was on the General Court to establish, not whether the Commission had or had not ignored the available information relating to the duration of a bankruptcy procedure, but whether it had taken that information into account in its assessment of the private creditor test.",support,premise,premise,A2013_Frucona Košice a.s. v European Commission
That ground of appeal must be rejected as to the remainder.,reasons which are not of such a nature as to affect its intrinsic economic value.,support,conclusion,premise,A2017_Ellinikos Chrysos AE Metalleion kai Viomichanias Chrysou v European Commission
did not constitute an act open to challenge for the purposes of Article 230 EC.,by NDSHT in support of its appeal must be upheld.,no-relation,non-argumentative,premise,A2010_NDSHT Nya Destination Stockholm Hotell & Teaterpaket AB v European Commission
"It is apparent that the General Court thus, in the light of the applicable national law, took the view that FL had - beyond the power to propose to the supervisory authority the schedule setting the airport charges applicable to L�beck Airport - a power of its own to adopt that schedule.",The City of L�beck and the Federal Republic of Germany contend that this ground of appeal should be dismissed.,support,premise,premise,R2016_European Commission v Hansestadt Lübeck
which the Commission had relied to assess the value of those mines.,suspended in all of the Cassandra mines.,no-relation,non-argumentative,non-argumentative,A2017_Ellinikos Chrysos AE Metalleion kai Viomichanias Chrysou v European Commission
"Consequently, the case must be referred back to the General Court for it to give judgment on the pleas raised before it on which it did not rule.","As the General Court noted in paragraph 92 of the judgment under appeal, it is, by reason of that finding, necessary to examine the other pleas in law raised by Frucona Koice on which it did not rule, including, in particular, those concerning the assessment of the private creditor test so far as that tax execution procedure is concerned.",support,conclusion,premise,A2013_Frucona Košice a.s. v European Commission
"In the light of the foregoing, it must consequently be held that Article 4(c) CS applies to State aid paid to coal and steel undertakings under a State aid scheme that is not specific to the coal and steel sector.","The Court has held, in particular, that it is inconceivable that the authors of the ECSC Treaty decided in Article 4(c) CS that subsidies and aids granted by Member States in any form whatsoever should be abolished and prohibited and then declared in Article 67 CS that, without even having been authorised by the Commission, that aid could be allowed subject to the measures recommended by the Commission to mitigate or remedy its effects (De Gezamenlijke Steenkolenmijnen in Limburg v High Authority, p. 21).",support,premise,premise,A2008_Commission of the European Communities v Salzgitter AG
marketing of agricultural products.,State aid or constituted State aid compatible with the common market.,no-relation,non-argumentative,non-argumentative,R2002_associacao dos refinadores de acucar portugueses
"In light of the specific circumstances of the case, the Court of First Instance did not err in law by holding, in paragraph 63 of the judgment under appeal, that the Commission is, in particular, obliged to examine whether the aid at issue is liable to affect trade between Member States and to distort competition, giving information relevant to their likely effects in the contested decision.","Applied to the classification of a measure as aid, that principle requires a statement of the reasons for which the Commission considers that the measure concerned falls within the scope of Article 87(1) EC.",support,premise,premise,R2006_European Commission v Italian Republic
erred in law in applying Article 92 of the Treaty.,It follows that the ground of appeal alleging misuse of powers must be rejected.,no-relation,non-argumentative,premise,R2004_Ramondín SA and Ramondín Cápsulas SA (C-186_02 P) and Territorio Histórico de Álava - Diputación Foral de Álava (C-188_02 P) v Commission of the European Communities
"the obligation to recover aid, such as the obligation to bring the scheme at issue to an end.",whose interests are affected by non-legislative acts adopted by the European Union institutions.,no-relation,non-argumentative,non-argumentative,R2013_Telefónica SA v European Commission
"In that regard, it must be observed that all of those considerations are based on the premiss that only the investors, and not the EIGs, could be regarded as the beneficiaries of the advantages arising from the tax measures at issue and that it was therefore appropriate to examine whether the advantages which the investors, and not the EIGs, had obtained were selective, whether they were liable to distort competition and affect trade between Member States and whether the decision at issue contained a sufficient statement of reasons concerning the analysis of those criteria.","As is apparent from the examination of the first complaint in the first ground of appeal, that premiss is incorrect.",attack,premise,premise,A2018_Commission v Spain
"The Court has also held that the compatibility of aid with the common market can be assessed, in the context of the Steel Aid Codes, only in the light of the rules in force on the date on which it is actually paid (Falck and Acciaierie di Bolzano v Commission, paragraph 117).","“In all cases not provided for in this Treaty where it becomes apparent that a decision or recommendation of the Commission is necessary to attain, within the common market in coal and steel and in accordance with Article 5, one of the objectives of the Community set out in Articles 2, 3 and 4, the decision may be taken or the recommendation made with the unanimous assent of the Council and after the Consultative Committee has been consulted.",no-relation,premise,non-argumentative,A2008_Commission of the European Communities v Salzgitter AG
"In that regard, it should be noted that distortion must be obvious from the documents on the Court’s file, without there being any need to carry out a new assessment of the facts and the evidence (judgment of 3 April 2014, France v Commission, C‑559/12 P, EU:C:2014:217, paragraph 80).","It follows that, as the General Court held in paragraph 212 of the judgment under appeal, the pleas put forward by the Telefónica companies in its statement in intervention before the General Court were wholly unconnected with the subject matter of the dispute as it had been defined by DTS and altered the framework of the dispute to a degree which was contrary to Article 40 of the Statute of the Court of Justice of the European Union.",no-relation,premise,premise,R2016_DTS Distribuidora de Televisión Digital
"Moreover, the General Court was wrong to hold, in paragraphs 208 and 212 of the judgment under appeal, that resources originating with third parties that are managed by public undertakings can constitute State resources only when they are voluntarily placed at the disposal of the State by their owners or abandoned by their owners and when the State has assumed the management of those resources.","TV2/Danmark claimed that the General Court should annul the contested decision, in so far as the Commission had found that the measures concerned constituted State aid, within the meaning of Article 107(1) TFEU.",no-relation,premise,non-argumentative,A2017_European Commission v TV2_Danmark A_S
"In the light of the case-law referred to in paragraphs 35 to 37 above, it follows that the tax measures at issue were such as to constitute State aid in favour of the EIGs and that therefore, by not acknowledging that the EIGs were beneficiaries of those measures on the ground that those entities were fiscally transparent, the General Court held that they could not be the beneficiaries of State aid solely because of their legal form and the relevant rules on the taxation of profits.","According to the description of the STL system, the EIGs carried on an economic activity, namely the acquisition of vessels through leasing contracts, in particular with a view to their bareboat chartering and subsequent resale, from which it follows that they were undertakings within the meaning of Article 107(1) TFEU and the case-law recalled in paragraph 34 above, and from what the Commission stated in recital 126 of the decision at issue.",support,premise,premise,A2018_Commission v Spain
the authorities in the territory in which FT had establishments.,"4 to 2002, constituted an exception to the general law regime.",support,premise,premise,R2011_France Télécom SA v European Commission
State aid for the purposes of Article  107 TFEU.,crude oil exceeds 80 United States dollars (USD) or  90 USD respectively.,no-relation,premise,non-argumentative,R2015_European Commission v MOL Magyar Olaj- és Gázipari Nyrt
"taking the view, at paragraph 130 of the judgment under appeal, that the Commission has established in the present case that the restructuring carried out by ACEA together with Electrabel could have given rise to the risk of circumvention of the recovery order in the earlier decision.","Since AEP and Electrabel challenge the General Court’s finding that the Commission was entitled to consider AEP and ACEA as forming an economic unit for the purpose of the earlier aid and the aid at issue, it is necessary to determine whether that court was entitled, without erring in law, to confirm the contested decision on that point.",support,premise,premise,R2010_AceaElectrabel Produzione SpA v European Commission
and might accordingly affect trade between Member States.,disproportionate to the objectives of the Treaty.,no-relation,premise,premise,R2004_Italian Republic v Commission of the European Communities
substituted its own grounds for those of the contested decision cannot be accepted.,"the regime at issue, the Commission was entitled to rely on the data thus provided.",no-relation,non-argumentative,premise,R2011_France Télécom SA v European Commission
effects and not in the light of the objective pursued or a certain regulatory technique.,state of the proceedings so permits.,no-relation,non-argumentative,non-argumentative,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland
That provision sets out four conditions.,Orders the Kingdom of Denmark and the EFTA Surveillance Authority to bear their own costs.,no-relation,premise,non-argumentative,A2017_European Commission v TV2_Danmark A_S
Form of order sought by the parties and procedures before the Court 16  The Commission claims that the Court should: - set aside the judgments under appeal;,"Since the cases are being referred back to the General Court, it is appropriate to reserve the costs.",no-relation,non-argumentative,non-argumentative,A2016_European_Commission_v_World_Duty_Free
plication to initiate the formal investigation procedure under Article 88(2) EC.,"C-400/99 Italy v Commission [2001] ECR I-7303, paragraph 48).",support,premise,premise,A2010_NDSHT Nya Destination Stockholm Hotell & Teaterpaket AB v European Commission
Commission was entitled to consider that the contested measure was selective.,"EU:C:2013:175, paragraphs 103 and  104 and the case-law cited).",support,premise,premise,R2015_European Commission v MOL Magyar Olaj- és Gázipari Nyrt
"having regard to the written procedure and further to the hearing on 5 July 2012,","- dismiss the appeal, and - order Frucona Koice to pay the costs.",no-relation,non-argumentative,non-argumentative,A2013_Frucona Košice a.s. v European Commission
"Commission, C-71/09 P, C-73/09 P and C-76/09 P, EU:C:2011:368, paragraph 56).","SCUOLA ELEMENTARE MARIA MONTESSORI V COMMISSION, COMMISSION V SCUOLA ELEMENTARE MARIA MONTESSORI AND COMMISSION V FERRACCI",no-relation,premise,non-argumentative,A2018_Scuola Elementare Maria Montessori Srl v European Commission
other of those schemes.,"framework either, since its characteristics were totally different from those of the tax scheme at issue.",support,premise,premise,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission
