source_text,target_text,relation,source_type,target_type,file_name
"accordingly erred in law, decisively affecting the outcome of the case.",That proposition cannot be accepted.,attack,premise,premise,R2000_French Republic v Ladbroke Racing Ltd and Commission of the European Communitie
were other than those stated.,Instance distorted the clear sense of the evidence produced to it.,support,premise,premise,R2004_Ramondín SA and Ramondín Cápsulas SA (C-186_02 P) and Territorio Histórico de Álava - Diputación Foral de Álava (C-188_02 P) v Commission of the European Communities
"It follows that if the reasoning in the contested decision to the effect that there was no advantage for the Belgian P M U was correct, the Court of First Instance was right to hold that that was enough in itself to justify the rejection of the complaint, and that it did not need to examine Ladbroke's argument that the Belgian PMU's French revenue came from a compulsory levy provided for under rules of French public law.","necessary, first, for there to be aid favouring certain undertakings or the production of certain goods and, second, for that advantage to come from the State or State resources.",support,premise,premise,R1997_Tiercé Ladbroke SA v Commission of the European Communities
"[1993] ECR I-2487, paragraphs 20 to 24).",not to open the procedure provided for by Article 93(2) of the Treaty.,support,premise,premise,R2002_associacao dos refinadores de acucar portugueses
of the grounds of the contested decision].’,"within that framework, that there was a selective economic advantage.",support,premise,premise,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission
what differentiates them from bets on French races.,right to accept the reasoning in the contested decision to the effect that there was no treatment favouring the Belgian PMU.,no-relation,premise,premise,R1997_Tiercé Ladbroke SA v Commission of the European Communities
reasons in the judgment under appeal in that regard.,"proceedings must contain, inter alia, a summary of the pleas in law on which it is based.",support,premise,premise,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission"
envisaged in a general and abstract manner.,of competitors of the beneficiaries of the aid granted under that measure.,support,premise,premise,A2018_Scuola Elementare Maria Montessori Srl v European Commission
"that it does not refer to Article 4(2), (3) or (4) of Regulation No 659/1999.",to the right to challenge such acts or decisions by way of an action for annulment.,support,premise,premise,A2010_NDSHT Nya Destination Stockholm Hotell & Teaterpaket AB v European Commission
founded on an incorrect reading of the judgment under appeal.,existence of serious difficulties such as to raise doubts.,support,premise,premise,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission"
"The General Court was therefore correct in holding, in paragraph 59 of the judgment under appeal, that, in view of that reasoning, the decision at issue was vitiated by a manifest error of assessment and in annulling that decision in so far as it concerns the 2006 schedule.","It follows from what has been held in paragraphs 47 to 55 of the present judgment that the Commission's assessment that the advantages arising from the 2006 schedule were selective for the purposes of Article 107(1) TFEU merely because they were granted solely to airlines using L�beck Airport, an assessment on the basis of which it decided to initiate the formal investigation procedure in respect of that schedule, is manifestly incorrect.",support,premise,premise,R2016_European Commission v Hansestadt Lübeck
in the event of any complaints which the Commission may receive.,compatibility of an individual aid measure with that decision.,support,premise,premise,R2002_associacao dos refinadores de acucar portugueses
support of its second ground of appeal cannot succeed.,intrinsic value of the land at issue.,support,premise,premise,A2017_Ellinikos Chrysos AE Metalleion kai Viomichanias Chrysou v European Commission
"Regarding the reasons set out at recitals 76 and 78 to the contested decision, the Court of First Instance, without erring in law, held, in paragraphs 68 to 74 of the judgment under appeal, that those recitals, even when read in combination with the principles set out in recital 75 of the contested decision and with the finding that the financial situation of Wam has improved are not sufficient to permit an understanding of how the aid at issue is liable, in the present case, to affect trade between Member States and to distort or threaten to distort competition in that sector.","In that context, it should be noted, in particular, that although it follows from the case-law cited in paragraphs 50 and 53 of this judgment that such effects can, in principle, result from the fact that the beneficiary of an aid is active on a liberalised European market, the fact remains that in the circumstances of this case and contrary to the circumstances giving rise to those cases, the aid at issue is not directly connected to the activity of the beneficiary on that market, but is intended to finance expenditure for a non-member State market penetration programme.",support,premise,premise,R2006_European Commission v Italian Republic
"In the light of the foregoing, it must consequently be held that Article 4(c) CS applies to State aid paid to coal and steel undertakings under a State aid scheme that is not specific to the coal and steel sector.","Finally, State aid granted to an undertaking falling within the scope of the ECSC Treaty has identical anti-competitive effects, regardless of whether it constitutes individual aid or aid granted under a State aid scheme that is not specific to the coal and steel sector.",support,premise,premise,A2008_Commission of the European Communities v Salzgitter AG
"Accordingly, the concept of intervention 'through State resources', within the meaning of that provision, is intended to cover, in addition to advantages granted directly by the State, those granted through a public or private body appointed or established by that State to administer the aid (see judgments of 13 March 2001, PreussenElektra, C-379/98, EU:C:2001:160, paragraph 58; of 30 May 2013, Doux levage and Cooprative agricole UKL-ARREE, C-677/11, EU:C:2013:348, paragraph 26; and of 19 December 2013, Association Vent De Colre! and Others, C-262/12, EU:C:2013:851, paragraph 20).","As regards that condition, that the advantage must be granted directly or indirectly through State resources, it must be recalled that measures not involving a transfer of State resources may fall within the concept of 'aid', within the meaning of Article 107(1) TFEU (see, inter alia, judgments of 16 May 2002, France v Commission, C-482/99, EU:C:2002:294, paragraph 36; of 30 May 2013, Doux levage and Cooprative agricole UKL-ARREE, C-677/11, EU:C:2013:348, paragraph 34; and of 19 December 2013, Association Vent De Colre! and Others, C-262/12, EU:C:2013:851, paragraph 19).",support,premise,premise,A2017_European Commission v TV2_Danmark A_S
"Pursuant to that measure, only resident undertakings who acquired at least 5% shareholdings in foreign companies could, under certain conditions, qualify for the tax advantage at issue, whereas resident undertakings making the acquisition of such a shareholding in undertakings taxable in Spain could not obtain that advantage, notwithstanding the fact that, according to the Commission, they were in a comparable situation in the light of the objective pursued by the ordinary Spanish tax system.","It follows that a condition for the application or the receipt of tax aid may be grounds for a finding that that aid is selective, if that condition leads to a distinction being made between undertakings despite the fact that they are, in the light of the objective pursued by the tax system concerned, in a comparable factual and legal situation, and if, therefore, it represents discrimination against undertakings which are excluded from it.",no-relation,premise,premise,A2016_European_Commission_v_World_Duty_Free
"the regime at issue, the Commission was entitled to rely on the data thus provided.",determined without too much difficulty.,support,premise,premise,R2011_France Télécom SA v European Commission
"However, in the present cases, contrary to Ryanair's assertions, paragraphs 120 to 149 of the Ryanair judgment do not put forward three distinct grounds, each of which would be sufficient in itself to justify the annulment of Article 4 of the decision at issue.",Those different aspects of the reasoning are interlinked and Ryanair's separation of them into three allegedly separate grounds is artificial and fails to have regard to their internal cohesion.,support,premise,premise,A2016_European Commission v Aer Lingus Ltd and Ryanair Designated Activity Company
"As the Commission challenges that view by its line of argument set out in paragraph 13 of the present judgment, it should be pointed out that, in the case of an interpretation of national law by the General Court, the Court of Justice has jurisdiction, on appeal, only to determine whether that law was distorted, and the distortion must be obvious from the documents on its file (see, to that effect, judgments of 5 July 2011, Edwin v OHIM, C-263/09 P, EU:C:2011:452, paragraph 53, and of 3 April 2014, France v Commission, C-559/12 P, EU:C:2014:217, paragraphs 79 and 80 and the case-law cited).","Indeed, it has neither contended nor established that the General Court developed reasoning running manifestly counter to the content of the provisions of German law at issue or ascribed to one of those provisions a scope that it manifestly does not have in the light of other material in the file (see, to that effect, judgment of 3 April 2014, France v Commission, C-559/12 P, EU:C:2014:217, paragraph 81).",no-relation,premise,premise,R2016_European Commission v Hansestadt Lübeck
"However, the social policy objectives pursued by such agreements would be seriously undermined if management and labour were subject to Article 85(1) of the Treaty when seeking jointly to adopt measures to improve conditions of work and employment.","Under Article 138(1) EC the Commission has the task of promoting the consultation of management and labour at Community level, and that dialogue may, should they so desire, lead to contractual relations.",support,premise,premise,A2009_3F v Commission of the European Communities
It follows that the first part of the first ground of appeal must be rejected.,contrary to a general principle of EU law.,support,premise,premise,A2018_Scuola Elementare Maria Montessori Srl v European Commission
"According to the observations it submitted to the Court of First Instance, as set out in paragraphs 17 to 20 of the order under appeal, it is an economic operator which negotiates the terms and conditions on which labour is provided to undertakings.","It thus follows from Albany, and from the later judgments which confirmed Albany, that it is for the competent authorities and courts to consider, in each individual case, whether the nature and purpose of the agreement in question and the social policy objectives pursued by it warrant its exclusion from the scope of Article 81(1) EC (see, to that effect, inter alia, Case C‑222/98 Van der Woude [2000] ECR I‑7111, paragraph 23).",no-relation,premise,premise,A2009_3F v Commission of the European Communities
"According to that reasoning, the existence of a derogation from or exception to the reference framework identified by the Commission cannot, in itself, establish that the measure at issue favours ‘certain undertakings or the production of certain goods’ within the meaning of that provision, where that measure is available, a priori, to any undertaking and is directed, not at a particular category of undertakings, which would have been the only undertakings favoured by that measure, but at a category of economic transactions.","According to the description of the STL system, the EIGs carried on an economic activity, namely the acquisition of vessels through leasing contracts, in particular with a view to their bareboat chartering and subsequent resale, from which it follows that they were undertakings within the meaning of Article 107(1) TFEU and the case-law recalled in paragraph 34 above, and from what the Commission stated in recital 126 of the decision at issue.",no-relation,premise,premise,A2018_Commission v Spain
from a list drawn up by a group set up within the Council.,Community level by the contested decision;,support,premise,premise,R2004_Ramondín SA and Ramondín Cápsulas SA (C-186_02 P) and Territorio Histórico de Álava - Diputación Foral de Álava (C-188_02 P) v Commission of the European Communities
"DTS’s line of argument, based on the Laboratoires Boiron judgment, is not such as to call into question those findings.","In the present case, the fiscal measures at issue and the aid to RTVE do not constitute, as noted by the General Court in paragraph 101 of the judgment under appeal, two elements of one and the same fiscal measure which are inseparable, since, unlike the situation at issue in the case giving rise to the Laboratoires Boiron judgment, the possible inapplicability of the fiscal measures at issue because of their possible incompatibility with EU law does not directly entail the calling into question of the aid, since, as is apparent from paragraphs 48 and 70 of the present judgment, the Spanish State is required to cover the shortfall between the sources of funding available to RTVE and all of the costs incurred by RTVE in carrying out its public service obligations.",support,premise,premise,R2016_DTS Distribuidora de Televisión Digital
"The General Court also noted, in paragraphs 30 and 31 of the judgment under appeal, that it was clear from the decision at issue and the 2006 schedule that the possibility of applying reduced charges, within the framework of discounts provided for by that schedule, was dependent on an agreement concluded directly between the operator of L�beck Airport and an airline, without intervention on the part of the supervisory authority, and that it was indeed by means of agreements concluded directly between FL and Ryanair that special charges, derogating from those laid down by the 2006 schedule, had been applied to that airline.","That purpose must, like the interest in bringing proceedings, continue to exist until the final decision, failing which there will be no need to adjudicate;",no-relation,premise,premise,R2016_European Commission v Hansestadt Lübeck
"As to the question whether, in the present case, it was necessary to define a reference investor, it should be noted that the case-law relied upon in that regard by the Commission, the EFTA Surveillance Authority and Iberdrola concerns a situation marked by the impossibility of comparing the position of a public undertaking operating in a reserved sector with that of a private undertaking not operating in a reserved sector (see, to that effect, Joined Cases C-83/01 P, C-93/01 P and C-94/01 P Chronopost and Others v Ufex and Others [2003] ECR I-6993, paragraph 38).","and, fourthly, it infringed the rules regarding allocation of the burden of proof.",no-relation,premise,premise,R2012_European Commission v Électricité de France (EDF)
"In those circumstances, the Commission’s claim that the Court of First Instance did not give it an opportunity to discuss this question must be dismissed.","In the present case, it is apparent from the documents before the Court, and, more specifically, the answers submitted in response to the written questions formulated by the Court of First Instance in its letter of 28 July 2003, that the Commission had the opportunity to describe the development of the rules applying to aid paid to steel undertakings under a general aid scheme in the light of the successive adoption of the first three Steel Aid Codes and to express a view on the legal effect under the ECSC Treaty of an authorising decision adopted pursuant to Article 88 EC.",support,premise,premise,A2008_Commission of the European Communities v Salzgitter AG
"By acting in this way, however, the General Court exceeded the limits of its power of review.","It follows that, in order to reject the pleas which it was examining, the General Court relied on an assessment of the duration of a bankruptcy procedure that serves to fill a gap in the reasoning for the contested decision by means of grounds which did not form part of that decision.",support,premise,premise,A2013_Frucona Košice a.s. v European Commission
to be determined by reference to certain factors unrelated to the regime.,regime could have been classified as State aid for the purposes of Article 87(1) EC.,support,premise,premise,R2011_France Télécom SA v European Commission
arguments that it compared the tax scheme at issue and the general realignment scheme.,undertakings that had been reorganised under Article  4 of Legislative Decree … 358/1997.’,support,premise,premise,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission
Maria Montessori and Mr Ferracci.,a reference to the Court on the validity of the Commission’s decision concerning that measure.,support,premise,premise,A2018_Scuola Elementare Maria Montessori Srl v European Commission
"(Commission v Kronoply and Kronotex, paragraph 59).",existence of serious difficulties such as to raise doubts.,no-relation,premise,premise,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission"
"It follows from Article 1 of the Council decision that the Council considered, ‘exceptionally’, the system of staggered payments to be compatible with the internal market and made that compatibility subject to the condition that, first, ‘repayment shall be in full by yearly instalments of equal size,’ and secondly, ‘the repayment period shall not exceed 14 years, starting from 1 January 2004.’","Recital 8 of the Council decision relating to the reasons underpinning that decision, states that the Council considered that, ‘in order to avoid the imposition of heavy financial burdens on the individual Italian milk producers concerned, which would probably be caused by the immediate recovery in full of all the amounts due [to the Community by virtue of the additional levy on milk and milk products as a result of those producers exceeding the reference quantities in the periods 1995/1996 to 2001/2002] and thus to alleviate the existing social tensions’, ‘exceptional circumstances … [justified] considering the aid which the Italian Republic [intended] to grant to these milk producers in the form of an advance and a deferred payment to be compatible with the [internal] market in derogation from Article [107 TFEU], if the conditions laid down in this Decision are fulfilled’.",no-relation,premise,premise,A2017_European Commission v Italian Republic_DT
to conclude that those companies enjoy selective advantages.,within the meaning of Article 87(1) EC.,support,premise,premise,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland
disproportionate to the objectives of the Treaty.,"Commission, cited above, paragraph 105 , and Case C-404/00 Commission v Spain [2003] ECR I-6695, paragraph 55).",support,premise,premise,R2004_Italian Republic v Commission of the European Communities
it does not cause distortion of competition;,"In the present case, therefore, application of the private investor test would have made it possible to determine whether, in similar circumstances, a private shareholder would have subscribed, to an undertaking in a situation comparable with that of EDF, an amount equal to the tax due.",support,premise,premise,R2012_European Commission v Électricité de France (EDF)
"The General Court was therefore correct in holding that, in the absence of a final decision of the Commission closing the formal investigation procedure, the effects of the decision at issue endured, so that the City of L�beck retained an interest in bringing proceedings seeking the annulment of that decision.",It also observed that after the adoption of such a decision there is at the very least a significant element of doubt as to the legality of the measure in the course of implementation which must lead the Member State to suspend its application and that such a decision may also be invoked before a national court called upon to draw all the appropriate conclusions arising from an infringement of the last sentence of Article 108(3) TFEU.,support,premise,premise,R2016_European Commission v Hansestadt Lübeck
It follows that the first part of the first ground of appeal must be rejected.,recovering the aid may already be established at the stage of the formal investigation procedure.,support,premise,premise,A2018_Scuola Elementare Maria Montessori Srl v European Commission
time as the latter has declared it compatible with the Treaty.,has resulted in a final decision.,support,premise,premise,R2004_Italian Republic v Commission of the European Communities
"EU:C:2013:175, paragraphs 103 and  104 and the case-law cited).",appeal is not vitiated by any error of law.,no-relation,premise,premise,R2015_European Commission v MOL Magyar Olaj- és Gázipari Nyrt
"Accordingly, the General Court did not err in law when, after delimiting in this way the legal regime that was relevant in the present instance, it held that the airlines serving other German airports were not in a situation comparable to that of the airlines using L�beck Airport.","In the third place, as follows from the reasoning set out in paragraphs 52 to 55 of the present judgment, determination of the set of undertakings which are in a comparable factual and legal situation depends on the prior definition of the legal regime in the light of whose objective it must, as the case may be, be examined whether the factual and legal situation of the undertakings favoured by the measure in question is comparable with that of those which are not.",support,premise,premise,R2016_European Commission v Hansestadt Lübeck
"Thus, it is clear from the case-law of the Court of Justice that, contrary to the Commission's submissions, the obligation to suspend the implementation of the measure in question is not the only legal effect of a decision to initiate the formal investigation procedure.","In so determining, the General Court pointed out in particular, in paragraph 29 of that judgment, that, whilst it was true that Paragraph 43a(1) of the LuftVZO provided that the supervisory authority of the Land, in this instance the aviation authority of the Land of Schleswig-Holstein, had to approve the schedule concerning the charges applicable to an airport, it was, however, clear from that provision that the schedule had to be proposed by the operator of the airport in question and that the supervisory authority had no power of its own to set the charges itself, as it could only authorise or reject the proposed schedule.",no-relation,premise,premise,R2016_European Commission v Hansestadt Lübeck
"in Gibraltar, enjoy selective advantages.",paragraph 146 of the judgment under appeal.,no-relation,premise,premise,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland
"It is not disputed that DTS did not rely on the infringement of that provision in support of its action at first instance, since the three pleas it relied on in order to seek annulment of the contested decision alleged the infringement, respectively, of Article 107 TFEU, Articles 49 and 64 TFEU and Article 106(2) TFEU.",It should be noted that the third ground of appeal rests entirely on the premiss that the General Court misinterpreted the scope of the second plea for annulment raised at first instance alleging infringement of Article 106(2) TFEU.,no-relation,premise,premise,R2016_DTS Distribuidora de Televisión Digital
It follows from the foregoing that the General Court did not err in law in holding that the tax on pay-television operators is not part of the aid scheme benefiting RTVE.,"In the present case, the General Court found, in paragraphs 65 to 86 of the judgment under appeal, criticised in vain in the second ground of appeal, that it is clear from the applicable national law provisions that the amount of aid allocated to RTVE does not directly depend on the revenue from the fiscal measures at issue, since the amount thereof is determined on the basis of the net costs relating to the fulfilment of the public service mandate entrusted to RTVE.",support,premise,premise,R2016_DTS Distribuidora de Televisión Digital
"On the other hand, a tax advantage resulting from a general measure applicable without distinction to all economic operators does not constitute such aid (see to that effect, inter alia, judgment of 18 July 2013, P, C-6/12, EU:C:2013:525, paragraph 18).","In any event, the situation of those private investors cannot be treated as equivalent to that of the resident undertakings that can benefit from the measure at issue.",no-relation,premise,premise,A2016_European_Commission_v_World_Duty_Free
"Commission, paragraph 25, and British Aggregates v Commission, paragraph 114).",General Court did not find that this was the case here.,attack,premise,premise,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission
mechanism for FT established for the years prior to 1994.,constituted the special tax regime.,support,premise,premise,R2011_France Télécom SA v European Commission
"ECR I-8031, paragraph 63).",existing aid or new aid.,no-relation,premise,premise,R2004_Italian Republic v Commission of the European Communities
examined in the light of Article 92 of the Treaty.,examination in the light of Article 92 of the Treaty.,support,premise,premise,R2002_associacao dos refinadores de acucar portugueses
It follows that the grounds of the judgment under appeal set out in paragraphs 39 to 44 of this judgment cannot provide a legal basis for the General Court’s conclusion that the contested decision calls into question the validity of the Council’s authorisation decisions and thereby is in breach of the principles of legal certainty and the presumption of legality attaching to European Union measures.,"That fact however had to be taken into consideration in relation to the obligation to recover the incompatible aid, in the light of the principles of protection of legitimate expectations and legal certainty, as was done by the Commission in the contested decision when it declined to order the recovery of aid granted before the date of publication in the Official Journal of the European Communities of the decisions to initiate the procedure laid down in Article 88(2) EC.",support,premise,premise,A2013_European Commission v Ireland and Others
The Court accepted in Albany that some restrictions of competition are inherent in collective agreements between organisations representing employers and workers.,"As to the Court of First Instance’s interpretation of Albany in paragraph 32 of the order under appeal, it must be observed that the Albany case concerned a collective agreement establishing a supplementary pension scheme managed by a pension fund in the textile industry sector, affiliation to which could be made compulsory by the public authorities.",support,premise,premise,A2009_3F v Commission of the European Communities
"Moreover, in the light of the case-law referred to at paragraphs 49 and 51 above, it is apparent from those findings that the Commission was entitled to take the view that, since it had holdings giving it joint control in AEP, ACEA in fact exercised that control by involving itself directly or indirectly in the management of that company by means of both the presence of its representatives on AEP’s board of directors and on its executive committee and its majority holding in AceaElectrabel, which in turn held 50 % of the capital in AEP.","In the present case, neither AEP nor Electrabel have disputed the following findings of the General Court: first, that court found, at paragraph 103 of the judgment under appeal, that ACEA was the original beneficiary of the aid at issue, that the branch of the undertaking receiving that aid was transferred from ACEA to AEP and that the latter carries on the activity of that branch of the undertaking.",support,premise,premise,R2010_AceaElectrabel Produzione SpA v European Commission
an initial examination at the preliminary examination stage.,regarding the compatibility of the aid in question with the common market.,attack,premise,premise,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission"
"Third, as regards the argument relating to the reference made by the General Court to the judgment in Case C-91/01 Italy v Commission, it is clear from the considerations set out at paragraphs 55 to 64 above that, even if that reference were incorrect, as AEP claims, the General Court was nevertheless entitled to conclude that it was possible for the Commission to find that ACEA and AEP formed an economic unit.","In particular, the General Court was entitled to consider that the fact that ACEA exercised control over AEP only in conjunction with Electrabel and that Electrabel had a greater share in the capital of AEP than in that of ACEA did not, in the circumstances, preclude the Commission from concluding that ACEA and AEP formed such an economic unit.",support,premise,premise,R2010_AceaElectrabel Produzione SpA v European Commission
"It follows that, by raising of its own motion the plea that the exemptions at issue were attributable not to the Member States but to the European Union, and, for that reason, did not constitute State aid within the meaning of Article 87(1) EC, the General Court caused the judgment under appeal to be vitiated by an error in law.","Yet, as submitted by the Commission and as stated by the Advocate General in points 57 to 63 of his Opinion, none of the applicants before the General Court relied on such a plea.",support,premise,premise,A2013_European Commission v Ireland and Others
"of Article 230 EC, the applicant contesting a decision not to raise objections.",paragraph 31 and the case-law cited).,support,premise,premise,R2011_European Commission v Kronoply GmbH & Co
"It follows that a condition for the application or the receipt of tax aid may be grounds for a finding that that aid is selective, if that condition leads to a distinction being made between undertakings despite the fact that they are, in the light of the objective pursued by the tax system concerned, in a comparable factual and legal situation, and if, therefore, it represents discrimination against undertakings which are excluded from it.","However, it must be noted that, in that same paragraph, the Court expressly stated that the absence of selectivity was due to the finding that persons who were not eligible for the measure concerned were not in a factual and legal situation comparable to that of taxpayers who were eligible, in the light of the objective pursued by the national legislature.",support,premise,premise,A2016_European_Commission_v_World_Duty_Free
"Moreover, in the light of the case-law referred to at paragraphs 49 and 51 above, it is apparent from those findings that the Commission was entitled to take the view that, since it had holdings giving it joint control in AEP, ACEA in fact exercised that control by involving itself directly or indirectly in the management of that company by means of both the presence of its representatives on AEP’s board of directors and on its executive committee and its majority holding in AceaElectrabel, which in turn held 50 % of the capital in AEP.","are appointed to the equivalent bodies of the controlled company (see, to that effect, Cassa di Risparmio di Firenze and Others, paragraphs 116 and 117).",support,premise,premise,R2010_AceaElectrabel Produzione SpA v European Commission
"Therefore, contrary to what the Commission submits, the Italian Republic argued in its application at first instance that the Commission had infringed Article 1(c) of Regulation No 659/1999 by classifying, in the decision at issue, the staggering of payments as new and unlawful aid, and by wrongly requiring that Member State to recover that aid.","In paragraph 56 of its application, it claimed, in that regard, that ‘there is no evidence capable of establishing that the beneficiaries of the existing aid who benefited from the measure at issue are required to repay not only the amount corresponding to the measure at issue, but also that received as part of the existing aid (and therefore, on the basis of the authorisation decision, the interest unpaid on the first staggered payment)’.",support,premise,premise,A2017_European Commission v Italian Republic_DT
framework governing the 2005 agreement.,the system at issue.,support,premise,premise,R2015_European Commission v MOL Magyar Olaj- és Gázipari Nyrt
raised doubts as to the compatibility of that measure with the common market.,alleging disregard for procedural guarantees.,no-relation,premise,premise,R2011_European Commission v Kronoply GmbH & Co
"It follows from the foregoing that, in having failed to establish whether the Commission had taken into account, in its assessment of the private creditor test, the duration of a bankruptcy procedure, and in having filled, in that regard, by means of its own reasoning, a gap in the reasoning in the contested decision, the General Court erred in law.","By acting in this way, however, the General Court exceeded the limits of its power of review.",support,premise,premise,A2013_Frucona Košice a.s. v European Commission
beneficiary of the scheme.,"and C-76/09 P, EU:C:2011:368, paragraph 53).",support,premise,premise,A2018_Dirk Andres v European Commission
a profit and the capping of tax at 15 % of profits do not confer selective advantages.,under consideration can be regarded as entailing selective effects.,support,premise,premise,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland
right to bring proceedings under the third limb of the fourth paragraph of Article 263 TFEU.,"history, is to ensure that individuals do not have to break the law in order to have access to a court.",support,premise,premise,A2018_Scuola Elementare Maria Montessori Srl v European Commission
"referred to in that provision, the General Court held that HBH had locus standi.",aid scheme in question.,attack,premise,premise,A2018_Dirk Andres v European Commission
"aid scheme declared incompatible with the internal market, did not appear relevant.",which differentiates it from all other persons.,support,premise,premise,A2018_Dirk Andres v European Commission
"It must also be made clear that while the Court, in paragraph 36 of the judgment of 8 November 2001, Adria-Wien Pipeline and Wietersdorfer & Peggauer Zementwerke (C-143/99, EU:C:2001:598), referred to the activity of undertakings benefiting from the national measures, that reference is explained by the wording of the second question submitted by the referring court in the case that gave rise to that judgment.","That being the case, the second part of the single ground of appeal is also well founded.",no-relation,premise,conclusion,A2016_European_Commission_v_World_Duty_Free
underlying that claim and requires the Commission to examine them scrupulously.,"Commission, C-131/15 P, EU:C:2016:989, paragraph 34).",support,premise,premise,A2018_Scuola Elementare Maria Montessori Srl v European Commission
"Consequently, given that Article 1 of the Third Steel Aid Code prohibited both aid that was and aid that was not specific to the steel sector, the Commission could not implicitly withdraw the 1971 Decision.","It follows from this that the EC Treaty and the ECSC Treaty are independent treaties and that, consequently, the EC Treaty and the secondary legislation enacted on the basis of it cannot produce effects in areas that fall within the scope of the ECSC Treaty (see, to that effect, Joined Cases 188/80 to 190/80 France and Others v Commission [1982] ECR 2545, paragraph 31).",support,premise,premise,A2008_Commission of the European Communities v Salzgitter AG
"Commission v Hansestadt Lübeck, C-524/14 P, EU:C:2016:971, paragraph 55).","Second, the intervention must be liable to affect trade between Member States.",support,premise,premise,A2018_Dirk Andres v European Commission
"However, that ground of the judgment of 15 November 2011, Commission and Spain v Government of Gibraltar and United Kingdom (C-106/09 P and C-107/09 P, EU:C:2011:732), must be read in the context of the set of grounds of which it forms part, set out in paragraphs 87 to 108 of that judgment.","That measure accordingly operated de facto discrimination against undertakings that were in a comparable situation in the light of the objective pursued by that regime, in that case the objective of putting in place generalised taxation of all resident companies.",support,premise,premise,A2016_European_Commission_v_World_Duty_Free
"The same is true of the arguments, in paragraphs 214, 215 and 217 of the judgment under appeal, that only the part of that revenue which, by a decision of the Minister for Culture, was not transferred to TV2/Danmark was capable of constituting a State resource and that the fact that there was no obligation to transfer that revenue each year from the TV2 Fund to TV2/Danmark could not permit a different finding.","As stated in paragraphs 49 to 52 of the present judgment, the existence of public control over the advertising revenue at issue was due to the fact that that revenue was administered by public undertakings owned by the Danish State.",support,premise,premise,A2017_European Commission v TV2_Danmark A_S
"Accordingly, since the argument referred to in paragraph 106 of the present judgment was not based on new matters which came to light during the procedure, the General Court cannot be criticised for having failed to address that argument expressly.","Commission,not published in the ECR, paragraph 45).",no-relation,premise,premise,R2010_AceaElectrabel Produzione SpA v European Commission
It follows that the first part of the first ground of appeal must be rejected.,consequence of a finding that it is unlawful.,support,premise,premise,A2018_Scuola Elementare Maria Montessori Srl v European Commission
"procedure, that is to say from 11 January 1991.",justifying refusal to repay unlawful aid.,support,premise,premise,R2000_French Republic v Ladbroke Racing Ltd and Commission of the European Communitie
"In the light of those considerations, the General Court held, in paragraphs 54 and 55 of the judgment under appeal, that the mere fact that the 2006 schedule applied only to airlines using L�beck Airport was not relevant for the purpose of finding that that schedule was selective and that, since it was not disputed that all the airlines could benefit from the pricing provisions of that schedule, 'the Commission was wrong, in the light of the statement of reasons contained in the [decision at issue], to have found that the 2006 schedule was selective'.","As the General Court recalled in paragraph 43 of the judgment under appeal, in accordance with settled case-law classification as 'State aid' requires all the following conditions to be fulfilled.",support,premise,premise,R2016_European Commission v Hansestadt Lübeck
"January 1986, Cofaz and Others v Commission, 169/84, EU:C:1986:42, paragraph 30).","Network Noord and Others, C-206/06, EU:C:2008:413, paragraph 60).",support,premise,premise,A2018_Scuola Elementare Maria Montessori Srl v European Commission
"It concluded that the existence of an authorisation system does not mean, in the present case, that the advantages from which the investors benefited may be considered selective.","In the present case, in order to find that the Commission had wrongly considered, in recital 156 of the decision at issue, that the advantages resulting from the STL system as a whole were selective because they were dependent on the discretionary power conferred on the tax authority, the General Court, in paragraph 158 of the judgment under appeal, found that, despite the existence of an authorisation system involving alleged discretionary elements, those advantages remained open under the same conditions to any investor who decided to participate in the transactions within the STL system, aimed at financing ships through the purchase of shareholdings in the EIGs created by the banks.",support,premise,premise,A2018_Commission v Spain
by NDSHT in support of its appeal must be upheld.,regarding allegedly unlawful aid.,no-relation,premise,premise,A2010_NDSHT Nya Destination Stockholm Hotell & Teaterpaket AB v European Commission
"Consequently, it must be observed that the legislative alteration referred to in paragraph 42 above had the effect of transforming the aid scheme authorised by the Council decision into new and unlawful aid.","The Court must therefore ascertain whether, as the Commission claims, the General Court’s reasoning is vitiated by an error of law.",support,premise,premise,A2017_European Commission v Italian Republic_DT
to the definition of that term in Article 1(h) of Regulation No 659/1999.,acts or decisions are cast has no bearing on the right to challenge them’.,no-relation,premise,premise,A2010_NDSHT Nya Destination Stockholm Hotell & Teaterpaket AB v European Commission
